RNA_Spot_ID,Y,X,in_mask,intensity,spot_width,sum_intensity,snr,background,in_cell,cell_mask_num,in_nuclei,in_cyto
1,443,1044,True,220.0,3.0,168.82758620689654,7.498938557798075,128.14254385964912,1.0,1.0,1.0,0.0
2,546,1104,True,273.0,6.699999999999999,150.90604026845637,10.875036837222158,131.05263157894737,1.0,5.0,1.0,0.0
3,580,1309,True,188.0,1.7000000000000002,165.46153846153845,4.234098386226596,131.4451754385965,1.0,7.0,1.0,0.0
4,583,1127,True,180.0,1.85,175.46153846153845,4.103894949218663,126.00219298245614,1.0,5.0,1.0,0.0
5,629,699,True,226.0,4.85,147.77777777777777,7.942394819417951,129.60526315789474,1.0,8.0,1.0,0.0
6,629,963,False,,,,,,,,,
7,737,1366,True,254.0,7.9,143.9492385786802,10.154479811992257,129.01973684210526,1.0,14.0,1.0,0.0
8,829,1916,False,,,,,,,,,
9,834,935,True,331.0,7.800000000000001,165.30964467005077,15.55471725172124,136.19956140350877,1.0,22.0,1.0,0.0
10,896,792,True,207.0,5.0,144.7530864197531,5.201362586857976,135.91228070175438,1.0,21.0,1.0,0.0
11,926,1331,True,207.0,5.5,153.90265486725664,4.808019797725526,140.1732456140351,1.0,23.0,1.0,0.0
12,1270,1434,True,188.0,3.05,142.20408163265307,4.971463511879926,125.40570175438596,1.0,42.0,1.0,0.0
13,1274,258,False,,,,,,,,,
14,1429,874,True,189.0,6.8,131.3020134228188,7.055439140607836,120.16228070175438,1.0,50.0,1.0,0.0
15,1495,1439,True,208.0,3.7,143.79591836734693,7.495181491437712,121.95833333333331,1.0,51.0,1.0,0.0
16,1516,1000,True,201.0,7.2,130.5989847715736,7.16630678913188,121.09210526315788,0.0,,,
17,1530,768,False,,,,,,,,,
18,1534,1451,False,,,,,,,,,
19,1548,1252,True,421.0,6.699999999999999,155.54362416107384,26.002655635473825,124.45175438596492,1.0,52.0,1.0,0.0
20,1556,1064,False,,,,,,,,,
21,1571,1045,False,,,,,,,,,
22,1581,1357,True,183.0,6.5,143.30872483221478,4.905399778086662,126.34649122807018,1.0,53.0,1.0,0.0
23,1603,1328,True,231.0,9.2,136.57728706624604,8.975695583928792,127.12719298245614,0.0,,,
24,1637,1417,True,608.0,7.800000000000001,190.8020304568528,43.42142960663571,124.109649122807,1.0,55.0,1.0,0.0
25,1758,771,False,,,,,,,,,
26,1888,1349,False,,,,,,,,,
